Index,Altitude,kalmanAltitude,kalmanVelocity,kalmanAcceleration,ax,ay,az,islaunch,isApogee1,isApogee2,isApogee3
330,1565.82,1566.11,0.27,0.1,-9.2,0.07,0.74,0,0,0,0
331,1565.91,1566.12,0.27,0.1,-9.2,0.08,0.74,0,0,0,0
332,1565.82,1566.11,0.26,0.09,-9.2,0.08,0.73,0,0,0,0
333,1565.72,1566.1,0.25,0.09,-9.19,0.08,0.73,0,0,0,0
334,1566.1,1566.12,0.26,0.09,-9.19,0.08,0.73,0,0,0,0
335,1565.91,1566.13,0.26,0.09,-9.2,0.08,0.74,0,0,0,0
336,1566.1,1566.15,0.27,0.09,-9.2,0.08,0.73,0,0,0,0
337,1566.3,1566.19,0.29,0.1,-9.2,0.08,0.72,0,0,0,0
338,1566.2,1566.22,0.3,0.1,-9.21,0.07,0.73,0,0,0,0
339,1566.2,1566.25,0.31,0.1,-9.19,0.08,0.73,0,0,0,0
340,1565.91,1566.24,0.3,0.1,-9.2,0.08,0.72,0,0,0,0
341,1565.91,1566.24,0.29,0.09,-9.2,0.07,0.73,0,0,0,0
342,1566.1,1566.25,0.29,0.09,-9.2,0.07,0.73,0,0,0,0
343,1566.01,1566.25,0.29,0.09,-9.2,0.08,0.73,0,0,0,0
344,1566.58,1566.32,0.32,0.1,-9.21,0.07,0.74,0,0,0,0
345,1566.68,1566.39,0.35,0.1,-9.21,0.07,0.73,0,0,0,0
346,1565.91,1566.37,0.33,0.1,-9.19,0.08,0.72,0,0,0,0
347,1566.01,1566.37,0.32,0.09,-9.21,0.08,0.73,0,0,0,0
348,1566.3,1566.39,0.33,0.09,-9.2,0.07,0.73,0,0,0,0
349,1566.39,1566.42,0.34,0.1,-9.2,0.07,0.73,0,0,0,0
350,1565.82,1566.39,0.31,0.09,-9.2,0.09,0.72,0,0,0,0
351,1566.01,1566.38,0.3,0.08,-9.19,0.08,0.73,0,0,0,0
352,1566.01,1566.37,0.28,0.08,-9.2,0.07,0.73,0,0,0,0
353,1565.72,1566.32,0.25,0.07,-9.2,0.08,0.73,0,0,0,0
354,1565.82,1566.29,0.23,0.06,-9.2,0.08,0.73,0,0,0,0
355,1566.01,1566.29,0.22,0.06,-9.2,0.08,0.73,0,0,0,0
356,1565.72,1566.24,0.19,0.05,-9.21,0.08,0.72,0,0,0,0
357,1566.2,1566.26,0.19,0.05,-9.2,0.08,0.74,0,0,0,0
358,1565.62,1566.21,0.16,0.04,-9.2,0.09,0.71,0,0,0,0
359,1566.2,1566.23,0.17,0.05,-9.19,0.07,0.72,0,0,0,0
360,1566.1,1566.23,0.17,0.05,-9.19,0.07,0.7,0,0,0,0
361,1566.68,1566.3,0.2,0.06,-9.21,0.07,0.72,0,0,0,0
362,1566.1,1566.3,0.2,0.05,-9.19,0.09,0.72,0,0,0,0
363,1565.82,1566.27,0.18,0.05,-9.2,0.08,0.72,0,0,0,0
364,1565.82,1566.24,0.16,0.04,-9.21,0.08,0.73,0,0,0,0
365,1565.82,1566.21,0.14,0.04,-9.19,0.08,0.71,0,0,0,0
366,1565.72,1566.17,0.11,0.03,-9.19,0.08,0.73,0,0,0,0
367,1565.91,1566.15,0.1,0.03,-9.2,0.08,0.71,0,0,0,0
368,1565.82,1566.13,0.09,0.03,-9.2,0.07,0.72,0,0,0,0
369,1566.49,1566.18,0.12,0.03,-9.2,0.08,0.71,0,0,0,0
370,1565.82,1566.15,0.1,0.03,-9.2,0.09,0.71,0,0,0,0
371,1565.53,1566.09,0.06,0.02,-9.19,0.08,0.71,0,0,0,0
372,1566.1,1566.1,0.07,0.03,-9.2,0.08,0.72,0,0,0,0
373,1565.72,1566.07,0.05,0.02,-9.19,0.08,0.7,0,0,0,0
374,1565.82,1566.05,0.04,0.02,-9.2,0.08,0.71,0,0,0,0
375,1565.62,1566.01,0.02,0.01,-9.2,0.08,0.72,0,0,0,0
376,1565.72,1565.98,0.01,0.01,-9.2,0.09,0.71,0,0,0,0
377,1566.01,1565.99,0.01,0.01,-9.19,0.09,0.7,0,0,0,0
378,1565.72,1565.96,0,0.01,-9.2,0.09,0.7,0,0,0,0
379,1566.2,1565.99,0.02,0.02,-9.2,0.08,0.7,0,0,0,0
380,1566.2,1566.02,0.04,0.03,-9.2,0.08,0.72,0,0,0,0
381,1565.82,1566.01,0.03,0.02,-9.19,0.08,0.72,0,0,0,0
382,1566.1,1566.03,0.05,0.03,-9.2,0.07,0.71,0,0,0,0
383,1566.3,1566.06,0.07,0.04,-9.19,0.08,0.72,0,0,0,0
384,1566.01,1566.07,0.08,0.04,-9.2,0.07,0.72,0,0,0,0
385,1566.1,1566.08,0.09,0.04,-9.2,0.08,0.71,0,0,0,0
386,1565.91,1566.07,0.08,0.04,-9.19,0.1,0.71,0,0,0,0
387,1566.01,1566.08,0.09,0.04,-9.2,0.08,0.71,0,0,0,0
388,1565.91,1566.06,0.07,0.04,-10.67,0.53,-0.54,0,0,0,0
389,1565.72,1566.05,0.08,0.05,-8.3,-0.51,4.24,0,0,0,0
390,1566.39,1566.13,0.14,0.07,-7.26,0.06,5.7,0,0,0,0
391,1566.1,1566.18,0.19,0.1,-6.69,-0.02,8.13,0,0,0,0
392,1566.01,1566.2,0.23,0.12,-7.83,3.05,5.36,0,0,0,0
393,1566.2,1566.24,0.26,0.14,-5.19,6.83,4.44,0,0,0,0
394,1566.39,1566.3,0.3,0.15,-4.99,8.45,2.45,0,0,0,0
395,1565.91,1566.29,0.3,0.15,-7.07,9.14,1.98,0,0,0,0
396,1566.2,1566.32,0.32,0.16,-10.84,8.65,3.66,0,0,0,0
397,1566.68,1566.42,0.39,0.18,-9.21,10.87,4.23,0,0,0,0
398,1566.78,1566.51,0.44,0.2,-7.1,7.29,2.92,0,0,0,0
399,1566.39,1566.56,0.48,0.21,-6.14,3.33,4.72,0,0,0,0
400,1566.58,1566.63,0.53,0.23,-5.42,2.04,6.03,0,0,0,0
401,1566.58,1566.7,0.58,0.25,-4.01,0.63,5.83,0,0,0,0
402,1566.97,1566.81,0.65,0.27,-2.49,-0.55,4.98,0,0,0,0
403,1566.78,1566.89,0.71,0.29,-3.23,-2.19,5.86,0,0,0,0
404,1566.87,1566.99,0.77,0.32,-3.39,-1.96,6.68,0,0,0,0
405,1567.06,1567.1,0.83,0.34,-3.73,-2.26,6.27,0,0,0,0
406,1566.87,1567.19,0.9,0.37,-2.23,-1.73,9.05,0,0,0,0
407,1566.78,1567.26,0.95,0.38,-4.69,0.17,7.11,0,0,0,0
408,1566.68,1567.31,0.98,0.4,-3.99,1.85,6.67,0,0,0,0
409,1566.87,1567.39,1.03,0.42,-4.74,2.83,7.81,0,0,0,0
410,1566.68,1567.45,1.07,0.43,-4.44,2.41,8.66,0,0,0,0
411,1566.97,1567.53,1.12,0.45,-4.18,3.08,8.52,0,0,0,0
412,1566.49,1567.54,1.12,0.45,-3.87,2.02,5.71,0,0,0,0
413,1567.26,1567.66,1.2,0.48,-3.81,1.97,9.41,0,0,0,0
414,1566.87,1567.73,1.25,0.5,-3.65,1.88,10.4,0,0,0,0
415,1566.87,1567.79,1.29,0.52,-2.85,2.28,9.62,0,0,0,0
416,1567.45,1567.92,1.36,0.55,-2.34,-1.34,9.27,0,0,0,0
417,1566.78,1567.95,1.38,0.55,-2.75,-3.55,7.62,0,0,0,0
418,1566.87,1567.98,1.39,0.55,-3.05,-5.33,5.92,0,0,0,0
419,1566.87,1568.01,1.38,0.54,-2.1,-6.83,4.6,0,0,0,0
420,1567.16,1568.05,1.39,0.53,-2.7,-8.4,2.66,0,0,0,0
421,1566.78,1568.04,1.35,0.51,-2.89,-10.07,1.08,0,0,0,0
422,1567.16,1568.06,1.33,0.49,-2.95,-8.62,-0.77,0,0,0,0
423,1566.68,1568.02,1.28,0.46,-2.31,-8.9,-0.01,0,0,0,0
424,1566.87,1568,1.23,0.43,-5.83,-8.33,-1.87,0,0,0,0
425,1567.26,1568.02,1.2,0.41,-5.29,-8,-1.27,0,0,0,0
426,1567.54,1568.06,1.19,0.39,-5.7,-8.08,-2.28,0,0,0,0
427,1567.26,1568.07,1.15,0.36,-5.9,-7.75,-2.7,0,0,0,0
428,1567.06,1568.04,1.09,0.32,-5.39,-7.17,-3.44,0,0,0,0
429,1566.87,1567.99,1.02,0.29,-5.24,-7.03,-3.54,0,0,0,0
430,1567.16,1567.97,0.96,0.25,-6.41,-7.58,-4.08,0,0,0,0
431,1566.78,1567.9,0.88,0.22,-6.39,-7.59,-3.59,0,0,0,0
432,1567.06,1567.87,0.82,0.19,-5.8,-6.59,-2.94,0,0,0,0
433,1566.58,1567.79,0.73,0.15,-6.22,-7,-3.35,0,0,0,0
434,1567.35,1567.79,0.69,0.13,-5.98,-7.1,-3.11,0,0,0,0
435,1567.06,1567.75,0.63,0.1,-6.02,-6.91,-2.79,0,0,0,0
436,1566.78,1567.69,0.56,0.08,-6.32,-6.87,-2.63,0,0,0,0
437,1567.83,1567.74,0.56,0.07,-6.36,-7.05,-2.63,0,0,0,0
438,1567.06,1567.7,0.5,0.04,-6.45,-6.96,-2.44,0,0,0,0
439,1566.87,1567.64,0.44,0.02,-6.68,-6.97,-2.33,0,0,0,0
440,1566.49,1567.54,0.35,-0.01,-6.48,-6.62,-2.17,0,0,0,0
441,1566.87,1567.49,0.29,-0.03,-6.93,-6.68,-2.16,0,0,0,0
442,1566.97,1567.44,0.24,-0.05,-6.9,-6.89,-1.98,0,0,0,0
443,1567.16,1567.42,0.2,-0.06,-6.93,-6.7,-1.89,0,0,0,0
444,1566.97,1567.38,0.16,-0.07,-6.79,-6.56,-1.54,0,0,0,0
445,1567.16,1567.36,0.12,-0.08,-7.29,-6.58,-1.56,0,0,0,0
446,1566.78,1567.3,0.07,-0.1,-7.18,-7.42,-1.27,0,0,0,0
447,1567.26,1567.29,0.05,-0.11,-6.89,-7.66,-1.99,0,0,0,0
448,1566.97,1567.25,0,-0.12,-5.19,-7.71,-1.91,0,0,0,0
449,1567.35,1567.25,-0.02,-0.13,-5.03,-8.23,-2.66,0,0,0,0
450,1567.06,1567.21,-0.06,-0.14,-3.63,-8.29,-2.52,0,0,0,0
451,1567.35,1567.21,-0.08,-0.15,-3.26,-8.88,-2.87,0,0,0,0
452,1567.26,1567.19,-0.11,-0.16,-3.17,-8.99,-3.09,0,0,0,0
453,1567.26,1567.17,-0.14,-0.17,-3.3,-9.3,-3,0,0,0,0
454,1567.64,1567.2,-0.13,-0.17,-2.89,-9.17,-2.27,0,0,0,0
455,1567.54,1567.22,-0.14,-0.17,-2.92,-8.9,-2.05,0,0,0,0
456,1567.26,1567.2,-0.16,-0.17,-3.2,-9.22,-2.12,0,0,0,0
457,1566.87,1567.14,-0.21,-0.19,-3.28,-9.45,-1.8,0,0,0,0
458,1567.74,1567.18,-0.2,-0.18,-3.07,-9.41,-2.02,0,0,0,0
459,1566.78,1567.1,-0.26,-0.2,-3.23,-9.99,-2.14,0,0,0,0
460,1566.87,1567.05,-0.29,-0.2,-3.11,-8.65,-1.24,0,0,0,0
461,1566.97,1567,-0.32,-0.21,-3.53,-9.39,-1.25,0,0,0,0
462,1567.16,1566.98,-0.34,-0.21,-2.83,-8.99,-1.74,0,0,0,0
463,1566.97,1566.94,-0.37,-0.22,-3.58,-9.45,-1.62,0,0,0,0
464,1566.87,1566.9,-0.4,-0.22,-4.07,-9.6,-1.16,0,0,0,0
465,1566.49,1566.81,-0.45,-0.23,-2.94,-8.9,-1.52,0,0,0,0
466,1566.58,1566.73,-0.49,-0.24,-3.21,-9.22,-1.3,0,0,0,0
467,1567.26,1566.74,-0.49,-0.23,-3.51,-9.51,-1.34,0,0,0,0
468,1567.06,1566.72,-0.5,-0.23,-3.61,-9.67,-1.93,0,0,0,0
469,1566.78,1566.67,-0.53,-0.24,-2.34,-9.8,-2.59,0,0,0,0
470,1566.58,1566.6,-0.57,-0.25,-1.79,-9.45,-2.23,0,0,0,0
471,1567.26,1566.61,-0.56,-0.25,-0.77,-9.61,-2.89,0,0,0,0
472,1566.78,1566.57,-0.58,-0.25,-1.33,-9.45,-1.81,0,0,0,0
473,1566.97,1566.55,-0.59,-0.25,-0.97,-9.56,-2.68,0,0,0,0
474,1566.39,1566.47,-0.63,-0.26,-0.99,-10.06,-2.07,0,0,0,0
475,1566.68,1566.42,-0.66,-0.26,-0.48,-9.87,-2.59,0,0,0,0
476,1566.97,1566.41,-0.65,-0.26,-0.74,-9.64,-2.35,0,0,0,0
477,1566.87,1566.39,-0.66,-0.26,-0.66,-10.37,-2.83,0,0,0,0
478,1566.58,1566.34,-0.68,-0.26,-1.24,-9.35,-2.09,0,0,0,0
479,1566.87,1566.33,-0.68,-0.26,-1.15,-10.08,-2.32,0,0,0,0
480,1567.16,1566.35,-0.66,-0.25,-1.23,-10.09,-2.41,0,0,0,0
481,1566.87,1566.34,-0.66,-0.25,-0.65,-9.54,-2.2,0,0,0,0
482,1567.06,1566.35,-0.65,-0.24,-0.81,-9.7,-2.42,0,0,0,0
483,1567.35,1566.39,-0.61,-0.23,-0.71,-9.71,-2.17,0,0,0,0
484,1567.06,1566.4,-0.61,-0.23,-1.82,-10.61,-3.09,0,0,0,0
485,1567.06,1566.4,-0.6,-0.23,-1.56,-9.65,-2.7,0,0,0,0
486,1566.78,1566.38,-0.61,-0.23,-1.05,-10.12,-2.52,0,0,0,0
487,1566.78,1566.36,-0.61,-0.23,-0.02,-8.87,-2.39,0,0,0,0
488,1566.58,1566.31,-0.63,-0.23,-2.46,-9.69,-2.84,0,0,0,0
489,1566.78,1566.29,-0.65,-0.24,-5.25,-8.19,-4.4,0,0,0,0
490,1567.26,1566.31,-0.63,-0.24,-7.17,-6.9,-4.61,0,0,0,0
491,1567.16,1566.33,-0.62,-0.24,-7.47,-5.5,-4.13,0,0,0,0
492,1566.97,1566.33,-0.62,-0.24,-7.66,-5.43,-3.52,0,0,0,0
493,1567.06,1566.34,-0.61,-0.24,-7.25,-5.55,-3.3,0,0,0,0
494,1566.39,1566.28,-0.64,-0.24,-7.88,-5.68,-2.9,0,0,0,0
495,1566.87,1566.27,-0.64,-0.24,-7.82,-5.96,-3.17,0,0,0,0
496,1566.78,1566.26,-0.64,-0.24,-7.5,-5.48,-2.86,0,0,0,0
497,1567.16,1566.28,-0.62,-0.24,-7.22,-5.74,-2.77,0,0,0,0
498,1567.06,1566.31,-0.6,-0.23,-7.71,-5.55,-1.99,0,0,0,0
499,1566.87,1566.31,-0.59,-0.22,-7.32,-5.93,-2.13,0,0,0,0
500,1566.87,1566.31,-0.58,-0.22,-7.59,-5.67,-1.42,0,0,0,0
501,1566.97,1566.32,-0.57,-0.21,-7.59,-5.86,-1.71,0,0,0,0
502,1566.97,1566.33,-0.55,-0.21,-7.62,-5.83,-1.75,0,0,0,0
503,1566.97,1566.35,-0.54,-0.2,-6.46,-5.46,-2,0,0,0,0
504,1567.16,1566.38,-0.51,-0.19,-7.26,-6.11,-1.99,0,0,0,0
505,1567.06,1566.4,-0.49,-0.18,-7.15,-6.17,-1.56,0,0,0,0
506,1567.06,1566.42,-0.47,-0.18,-7.1,-6.08,-1.41,0,0,0,0
507,1566.87,1566.43,-0.47,-0.17,-6.55,-6.1,-1.46,0,0,0,0
508,1567.26,1566.47,-0.44,-0.16,-7.85,-6.64,-1.85,0,0,0,0
509,1566.49,1566.42,-0.46,-0.17,-7.21,-6.56,-1.61,0,0,0,0
510,1566.68,1566.4,-0.47,-0.17,-6.66,-6.51,-2.47,0,0,0,0
511,1566.49,1566.35,-0.49,-0.18,-6.45,-7.08,-2.37,0,0,0,0
512,1566.97,1566.36,-0.48,-0.18,-5.97,-7.31,-2.7,0,0,0,0
513,1566.39,1566.31,-0.51,-0.19,-5.64,-7.73,-3.35,0,0,0,0
514,1567.06,1566.33,-0.5,-0.19,-4.37,-7.92,-3.6,0,0,0,0
515,1566.97,1566.34,-0.5,-0.19,-4.03,-8.02,-4.13,0,0,0,0
516,1566.68,1566.3,-0.52,-0.2,-4.98,-7.73,-4.98,0,0,0,0
517,1566.78,1566.29,-0.53,-0.21,-2.11,-8.08,-4.47,0,0,0,0
518,1566.97,1566.3,-0.52,-0.21,-2.61,-8.93,-3.38,0,0,0,0
519,1567.06,1566.32,-0.51,-0.2,-3.19,-10.33,-3.35,0,0,0,0
520,1567.16,1566.35,-0.5,-0.2,-2.7,-8.32,-4.05,0,0,0,0
521,1566.97,1566.35,-0.5,-0.21,-2.6,-8.62,-4.4,0,0,0,0
522,1567.06,1566.36,-0.5,-0.21,-2.13,-8.82,-5.03,0,0,0,0
523,1566.78,1566.34,-0.52,-0.22,-2.26,-8.91,-5.27,0,0,0,0
524,1566.49,1566.28,-0.56,-0.24,-2.16,-8.73,-5.06,0,0,0,0
525,1566.87,1566.27,-0.57,-0.24,-1.05,-8.33,-4.76,0,0,0,0
526,1566.68,1566.24,-0.6,-0.26,-1.23,-8.93,-5.25,0,0,0,0
527,1567.16,1566.27,-0.58,-0.26,-1.98,-8.77,-4.64,0,0,0,0
528,1566.78,1566.25,-0.6,-0.26,-1.37,-8.61,-5.09,0,0,0,0
529,1566.78,1566.23,-0.62,-0.27,-1.84,-8.71,-5.34,0,0,0,0
530,1567.16,1566.25,-0.61,-0.27,-2.61,-8.71,-5.17,0,0,0,0
531,1566.58,1566.2,-0.65,-0.29,-1.72,-8.46,-5.72,0,0,0,0
532,1566.49,1566.15,-0.68,-0.3,-2.49,-8.6,-4.88,0,0,0,0
533,1566.87,1566.15,-0.69,-0.3,-2.28,-9.09,-5.07,0,0,0,0
534,1567.06,1566.17,-0.68,-0.3,-2.07,-8.89,-4.34,0,0,0,0
535,1566.58,1566.13,-0.71,-0.31,-1.9,-9.5,-4.44,0,0,0,0
