Index, Altitude, kalmanAltitude, kalmanVelocity, kalmanAcceleration, ax, ay, az, islaunch, isApogee1, isApogee2, isApogee3
1071,1564.09,1562.03,-1.78,-0.76,-1.6,1.34,-9.8,1,0,0,1
1072,1563.42,1561.98,-1.81,-0.76,-0.99,1.8,-9.73,1,0,0,1
1073,1563.61,1561.95,-1.83,-0.77,-1.86,1.19,-10.78,1,0,0,1
1074,1564.09,1561.97,-1.81,-0.76,-2.93,2.28,-9.81,1,0,0,1
1075,1563.8,1561.96,-1.81,-0.76,0.11,1.19,-10.23,1,0,0,1
1076,1564.09,1561.99,-1.8,-0.76,-1.87,2.61,-9.65,1,0,0,1
1077,1563.8,1561.98,-1.8,-0.76,-1.2,1.27,-10.2,1,0,0,1
1078,1563.61,1561.95,-1.82,-0.76,-1.27,1.16,-10.05,1,0,0,1
1079,1563.7,1561.93,-1.82,-0.77,-1.03,1.96,-10.36,1,0,0,1
1080,1564.09,1561.96,-1.81,-0.76,1.37,3.01,-9.98,1,0,0,1
1081,1563.51,1561.92,-1.83,-0.77,-2.94,1.43,-10.09,1,0,0,1
1082,1564.28,1561.97,-1.79,-0.76,-2.08,2.05,-9.87,1,0,0,1
1083,1564.09,1562,-1.78,-0.75,0.39,0.49,-10.63,1,0,0,1
1084,1564.09,1562.02,-1.76,-0.75,-2.65,1.51,-9.66,1,0,0,1
1085,1563.9,1562.03,-1.76,-0.75,-2.61,1.97,-9.54,1,0,0,1
1086,1564.09,1562.05,-1.75,-0.75,-2.88,0.29,-10.95,1,0,0,1
1087,1563.7,1562.03,-1.76,-0.75,0.42,1.8,-9.76,1,0,0,1
1088,1564.18,1562.06,-1.74,-0.74,0.15,1.91,-10.04,1,0,0,1
1089,1564.18,1562.09,-1.73,-0.74,-1.43,-0.27,-11.07,1,0,0,1
1090,1564.09,1562.11,-1.72,-0.74,-2.16,0.83,-10.05,1,0,0,1
1091,1564.28,1562.15,-1.7,-0.73,0.49,2.28,-9.99,1,0,0,1
1092,1564.28,1562.18,-1.68,-0.73,0.39,1.93,-10.26,1,0,0,1
1093,1564.09,1562.2,-1.67,-0.73,-3.27,0.36,-9.79,1,0,0,1
1094,1564.09,1562.21,-1.67,-0.73,-2.55,2.63,-9.96,1,0,0,1
1095,1564.28,1562.24,-1.65,-0.72,-1.72,2.12,-9.16,1,0,0,1
1096,1563.99,1562.24,-1.65,-0.73,-2.78,0.94,-10.51,1,0,0,1
1097,1564.38,1562.28,-1.63,-0.72,-2.53,2.3,-10.08,1,0,0,1
1098,1563.8,1562.25,-1.65,-0.73,1.17,1.46,-10.17,1,0,0,1
1099,1563.9,1562.24,-1.67,-0.73,-0.68,1.62,-10.27,1,0,0,1
1100,1563.8,1562.21,-1.68,-0.74,-1.94,1.99,-9.79,1,0,0,1
1101,1563.99,1562.21,-1.69,-0.74,-0.57,0.86,-9.83,1,0,0,1
1102,1563.61,1562.17,-1.72,-0.75,-0.23,1.8,-10.42,1,0,0,1
1103,1564.18,1562.19,-1.7,-0.74,0.96,2.61,-9.76,1,0,0,1
1104,1563.7,1562.15,-1.73,-0.75,-2.03,-0.82,-10.81,1,0,0,1
1105,1563.8,1562.14,-1.74,-0.75,-2.41,2.23,-9.22,1,0,0,1
1106,1564.18,1562.16,-1.72,-0.75,-1.75,2.17,-9.74,1,0,0,1
1107,1564.18,1562.18,-1.72,-0.75,-0.82,1.69,-10.71,1,0,0,1
1108,1564.28,1562.21,-1.7,-0.74,-0.16,1.27,-10.3,1,0,0,1
1109,1564.38,1562.24,-1.69,-0.74,0,0.28,-10.89,1,0,0,1
1110,1564.47,1562.29,-1.67,-0.74,0.79,1.82,-10.56,1,0,0,1
1111,1563.99,1562.28,-1.67,-0.74,-2.78,1.91,-9.6,1,0,0,1
1112,1564.18,1562.3,-1.66,-0.74,-1.9,3.11,-9.41,1,0,0,1
1113,1563.99,1562.29,-1.68,-0.74,-0.91,0.39,-10.49,1,0,0,1
1114,1564.47,1562.33,-1.66,-0.74,-0.29,1.51,-10.23,1,0,0,1
1115,1563.32,1562.24,-1.71,-0.75,-1.03,0.73,-10.28,1,0,0,1
1116,1563.42,1562.17,-1.76,-0.76,-0.96,1.61,-10.07,1,0,0,1
1117,1563.99,1562.17,-1.76,-0.76,-1.95,2.03,-9.95,1,0,0,1
1118,1563.8,1562.14,-1.77,-0.77,-1.27,1.71,-9.92,1,0,0,1
1119,1563.32,1562.06,-1.82,-0.78,-0.72,0.7,-10.12,1,0,0,1
1120,1564.38,1562.11,-1.79,-0.77,-2.25,1.45,-9.68,1,0,0,1
1121,1563.7,1562.08,-1.81,-0.77,-0.59,2.3,-9.77,1,0,0,1
1122,1563.7,1562.04,-1.83,-0.78,0.79,-1.28,-11.3,1,0,0,1
1123,1563.9,1562.04,-1.83,-0.78,-1.45,2.66,-9.75,1,0,0,1
1124,1563.61,1562,-1.85,-0.79,-0.71,0.81,-10.2,1,0,0,1
1125,1563.99,1562,-1.85,-0.79,1.69,-1.34,-10.71,1,0,0,1
1126,1563.42,1561.95,-1.87,-0.79,-5.84,3.82,-8.53,1,0,0,1
1127,1564.18,1561.99,-1.85,-0.78,-0.92,3.12,-9.75,1,0,0,1
1128,1563.8,1561.97,-1.85,-0.78,-2.69,0.23,-10.4,1,0,0,1
1129,1564.18,1562,-1.83,-0.77,1.43,2.13,-9.73,1,0,0,1
1130,1563.7,1561.98,-1.84,-0.78,-2.77,-0.22,-10.35,1,0,0,1
